,totals_timeOnSite,hits_time
40532,413,74524
40533,413,184201
40534,413,184201
40535,413,184201
40536,413,184201
40537,413,184201
40538,413,184201
40539,413,184201
40540,413,184201
40541,413,184201
40542,413,184201
40543,413,184201
40544,413,184201
40545,413,210830
40546,413,210830
40547,413,210830
40548,413,210830
40549,413,210830
40550,413,210830
40551,413,210830
40552,413,210830
40553,413,210830
40554,413,210830
40555,413,210830
40556,413,210830
40557,413,221697
40558,413,221697
40559,413,221697
40560,413,221697
40561,413,221697
40562,413,221697
40563,413,221697
40564,413,221697
40565,413,221697
40566,413,221697
40567,413,221697
40568,413,221697
40570,413,267756
40571,413,267756
40572,413,267756
40573,413,267756
40574,413,267756
40575,413,267756
40576,413,267756
40577,413,267756
40578,413,267756
40579,413,267756
40580,413,267756
40581,413,267756
40583,413,304686
40585,413,335674
40587,413,376404
40589,413,412651
40591,413,412682
40594,548,6973
40595,548,6973
40596,548,6973
40597,548,6973
40598,548,6973
40599,548,6973
40600,548,6973
40601,548,6973
40602,548,6973
40603,548,6973
40604,548,6973
40605,548,6973
40606,548,14264
40607,548,14265
40608,548,24466
40609,548,37225
40610,548,37231
40611,548,71264
40612,548,75082
40613,548,75082
40614,548,75082
40615,548,82217
40616,548,82217
40617,548,82217
40618,548,82217
40619,548,82217
40620,548,82217
40621,548,82217
40622,548,82217
40623,548,82217
40624,548,82217
40625,548,82217
40626,548,82217
40627,548,174622
40628,548,174622
40629,548,174622
40630,548,174622
40631,548,174622
40632,548,174622
40633,548,174622
40634,548,174622
40635,548,174622
40636,548,174622
40637,548,174622
40638,548,174622
40640,548,281534
40641,548,281534
40642,548,281534
40643,548,450713
40644,548,450713
40645,548,450713
40646,548,512989
40647,548,512989
40648,548,512989
40649,548,547998
40650,548,547998
40651,548,547998
40652,548,548079
40653,548,548079
40654,548,548079
40656,318,8623
40657,318,8623
40658,318,8623
40659,318,8623
40660,318,8623
40661,318,8623
40662,318,8623
40663,318,8623
40664,318,8623
40665,318,8623
40666,318,8623
40667,318,8623
40668,318,59588
40669,318,59590
40670,318,65493
40673,318,135110
40674,318,135110
40675,318,135110
40676,318,135110
40677,318,135110
40678,318,135110
40679,318,135110
40680,318,135110
40681,318,135110
40682,318,135110
40683,318,135110
40684,318,135110
40688,318,215001
40689,318,215001
40690,318,240208
40691,318,240208
40692,318,263825
40693,318,263825
40694,318,297894
40695,318,297894
40696,318,318355
40697,318,318355
40698,318,318357
40699,318,318357
40701,381,7002
40702,381,7002
40703,381,7002
40704,381,7002
40705,381,7002
40706,381,7002
40707,381,7002
40708,381,7002
40709,381,7002
40710,381,7002
40711,381,7002
40712,381,7002
40713,381,13692
40714,381,13700
40715,381,17324
40722,381,132641
40723,381,132641
40724,381,206559
40725,381,206559
40726,381,220766
40727,381,220766
40728,381,297165
40729,381,297165
40730,381,381125
40731,381,381125
40732,381,381161
40733,381,381161
40736,648,5202
40745,648,268074
40746,648,295438
40747,648,300957
40748,648,322028
40749,648,633063
40750,648,648078
40751,648,648079
40755,544,77007
40756,544,77007
40757,544,77007
40758,544,77007
40759,544,77007
40760,544,77007
40761,544,77007
40762,544,77007
40763,544,77007
40764,544,77007
40765,544,77007
40766,544,103962
40767,544,103963
40768,544,108133
40769,544,117882
40770,544,117882
40771,544,117882
40772,544,117882
40773,544,117882
40774,544,117882
40775,544,117882
40776,544,117882
40777,544,117882
40778,544,117882
40779,544,117882
40780,544,117882
40781,544,159721
40782,544,159721
40783,544,159721
40784,544,159721
40785,544,159721
40786,544,159721
40787,544,159721
40788,544,159721
40789,544,159721
40790,544,159721
40791,544,159721
40792,544,159721
40793,544,182500
40794,544,182500
40795,544,182500
40796,544,182500
40797,544,182500
40798,544,182500
40799,544,182500
40800,544,182500
40801,544,182500
40802,544,182500
40803,544,182500
40804,544,182500
40807,544,354084
40808,544,354084
40809,544,354084
40811,544,437375
40812,544,437375
40813,544,437375
40815,544,503205
40816,544,503205
40817,544,503205
40819,544,543816
40820,544,543816
40821,544,543816
40823,544,543816
40824,544,543816
40825,544,543816
40828,1710,233458
40829,1710,233458
40830,1710,233458
40831,1710,233458
40832,1710,233458
40833,1710,233458
40834,1710,256361
40835,1710,256361
40836,1710,256361
40837,1710,256361
40838,1710,256361
40839,1710,256361
40840,1710,256361
40841,1710,256361
40842,1710,256361
40843,1710,256361
40844,1710,256361
40845,1710,256361
40847,1710,396957
40848,1710,396957
40849,1710,396957
40850,1710,396957
40851,1710,396957
40852,1710,396957
40853,1710,396957
40854,1710,396957
40855,1710,396957
40856,1710,396957
40857,1710,396957
40858,1710,396957
40860,1710,465622
40861,1710,465622
40862,1710,465622
40863,1710,465622
40864,1710,465622
40865,1710,465622
40866,1710,465622
40867,1710,465622
40868,1710,465622
40869,1710,465622
40870,1710,465622
40871,1710,465622
40872,1710,559642
40873,1710,559642
40874,1710,559642
40875,1710,559642
40876,1710,559642
40877,1710,559642
40878,1710,559642
40879,1710,559642
40880,1710,559642
40881,1710,559642
40882,1710,559642
40883,1710,559642
40885,1710,639673
40886,1710,639673
40887,1710,639673
40888,1710,981066
40889,1710,981066
40890,1710,981066
40891,1710,997784
40892,1710,997784
40893,1710,997784
40894,1710,1093347
40895,1710,1093347
40896,1710,1093347
40897,1710,1162474
40898,1710,1162474
40899,1710,1162474
40900,1710,1179837
40901,1710,1179837
40902,1710,1179837
40903,1710,1179846
40904,1710,1179846
40905,1710,1179846
40913,1088,109631
40914,1088,109631
40915,1088,109631
40916,1088,109631
40917,1088,109631
40918,1088,109631
40919,1088,109631
40920,1088,109631
40921,1088,109631
40922,1088,109631
40923,1088,109631
40924,1088,109631
40925,1088,161527
40926,1088,161527
40927,1088,161527
40928,1088,161527
40929,1088,161527
40930,1088,161527
40931,1088,161527
40932,1088,161527
40933,1088,161527
40934,1088,161527
40935,1088,161527
40936,1088,161527
40938,1088,324132
40939,1088,324132
40941,1088,358084
40942,1088,358084
40943,1088,358084
40944,1088,403967
40945,1088,403967
40946,1088,403967
40947,1088,490282
40948,1088,490282
40949,1088,490282
40950,1088,1006648
40951,1088,1006648
40952,1088,1006648
40953,1088,1006650
40954,1088,1006650
40955,1088,1006650
40959,649,8445
40965,649,101319
40966,649,316077
40967,649,381110
40968,649,441652
40969,649,462231
40970,649,462232
40971,649,516523
40972,649,516523
40973,649,516523
40974,649,556202
40975,649,613825
40976,649,613825
40977,649,648711
40978,649,648711
40979,649,648711
40980,649,648711
40981,649,648711
40982,649,648711
40983,649,648711
40984,649,648711
40985,649,648711
40986,649,648711
40987,649,648711
40988,649,648711
40990,636,57195
40991,636,57195
40992,636,57195
40995,636,124573
40996,636,124573
40997,636,124573
40998,636,136454
40999,636,136454
41000,636,136454
41001,636,136454
41002,636,136454
41003,636,136454
41004,636,136454
41005,636,136454
41006,636,136454
41007,636,136454
41008,636,136454
41009,636,136454
41010,636,200226
41011,636,200226
41012,636,210787
41014,636,272762
41015,636,318009
41016,636,531852
41017,636,563206
41018,636,572420
41019,636,622080
41020,636,635851
41021,636,635854
41034,458,31562
41035,458,31562
41036,458,31562
41037,458,31562
41038,458,31562
41039,458,31562
41040,458,31562
41041,458,31562
41042,458,31562
41043,458,31562
41044,458,31562
41045,458,31562
41046,458,51576
41047,458,51576
41048,458,51576
41049,458,51576
41050,458,51576
41051,458,51576
41052,458,51576
41053,458,51576
41054,458,51576
41055,458,51576
41056,458,51576
41057,458,51576
41060,458,186225
41061,458,186225
41062,458,186225
41063,458,186225
41064,458,186225
41065,458,186225
41066,458,186225
41067,458,186225
41068,458,186225
41069,458,186225
41070,458,186225
41071,458,186225
41078,458,352884
41079,458,352884
41080,458,401293
41081,458,401293
41082,458,441896
41083,458,441896
41084,458,458143
41085,458,458143
41086,458,458143
41087,458,458143
41089,230,4932
41090,230,4932
41091,230,4932
41092,230,4932
41093,230,4932
41094,230,4932
41095,230,4932
41096,230,4932
41097,230,4932
41098,230,4932
41099,230,4932
41100,230,4932
41101,230,19892
41102,230,19892
41103,230,19892
41104,230,19892
41105,230,19892
41106,230,19892
41107,230,19892
41108,230,19892
41109,230,19892
41110,230,19892
41111,230,19892
41112,230,19892
41113,230,25111
41114,230,25111
41115,230,29757
41121,230,75745
41122,230,136409
41123,230,181578
41124,230,213573
41125,230,230449
41126,230,230449
41139,648,39280
41140,648,39280
41141,648,39531
41142,648,39550
41143,648,40600
41144,648,40610
41146,648,173863
41149,648,205724
41150,648,345306
41151,648,415383
41152,648,536912
41153,648,647869
41154,648,647948
41157,222,10166
41158,222,10166
41159,222,10166
41160,222,10166
41161,222,10166
41162,222,10166
41163,222,10166
41164,222,10166
41165,222,10166
41166,222,10166
41167,222,13288
41168,222,13288
41169,222,29397
41170,222,33383
41171,222,33383
41172,222,33383
41173,222,43826
41177,222,75294
41178,222,144512
41179,222,157579
41180,222,195930
41181,222,222449
41182,222,222450
41184,626,26382
41185,626,26382
41186,626,26382
41187,626,26382
41188,626,26382
41189,626,26382
41190,626,26382
41191,626,26382
41192,626,26382
41193,626,26382
41194,626,26382
41195,626,26382
41197,626,235714
41198,626,235714
41199,626,235714
41200,626,235714
41201,626,235714
41202,626,235714
41203,626,235714
41204,626,235714
41205,626,235714
41206,626,235714
41207,626,235714
41208,626,235714
41210,626,249585
41211,626,249585
41212,626,249585
41213,626,249585
41214,626,249585
41215,626,249585
41216,626,249585
41217,626,249585
41218,626,249585
41219,626,249585
41220,626,249585
41221,626,249585
41223,626,279422
41224,626,279422
41225,626,279422
41226,626,279422
41227,626,279422
41228,626,279422
41229,626,279422
41230,626,279422
41231,626,279422
41232,626,279422
41233,626,279422
41234,626,279422
41237,626,429480
41238,626,429480
41239,626,454477
41240,626,454477
41241,626,592397
41242,626,592397
41243,626,605029
41244,626,605029
41245,626,605030
41246,626,605030
41250,906,5624
41251,906,5624
41252,906,5624
41253,906,5624
41254,906,5624
41255,906,5624
41256,906,5624
41257,906,5624
41258,906,5624
41259,906,5624
41260,906,5624
41261,906,5624
41262,906,172425
41263,906,172425
41264,906,274361
41265,906,274361
41266,906,274361
41267,906,274361
41268,906,274361
41269,906,274361
41270,906,274361
41271,906,274361
41272,906,274361
41273,906,274361
41274,906,274361
41275,906,274361
41281,906,775459
41282,906,828389
41283,906,835047
41284,906,840038
41285,906,872729
41286,906,906286
41287,906,906287
41289,284,13522
41290,284,13522
41291,284,13522
41292,284,13522
41293,284,13522
41294,284,13522
41295,284,13522
41296,284,13522
41297,284,13522
41298,284,13522
41299,284,13522
41300,284,13522
41301,284,45943
41302,284,45943
41303,284,51869
41304,284,51869
41305,284,51869
41306,284,51869
41307,284,51869
41308,284,51869
41309,284,51869
41310,284,51869
41311,284,51869
41312,284,51869
41313,284,51869
41314,284,51869
41316,284,73211
41317,284,73211
41318,284,73211
41319,284,73211
41320,284,73211
41321,284,73211
41322,284,73211
41323,284,73211
41324,284,73211
41325,284,73211
41326,284,73211
41327,284,73211
41329,284,100684
41330,284,100684
41331,284,100684
41332,284,100684
41333,284,100684
41334,284,100684
41335,284,100684
41336,284,100684
41337,284,100684
41338,284,100684
41339,284,100684
41340,284,100684
41345,284,207443
41346,284,207443
41347,284,207443
41348,284,207443
41349,284,207443
41350,284,230004
41351,284,230004
41352,284,230004
41353,284,230004
41354,284,230004
41355,284,265512
41356,284,265512
41357,284,265512
41358,284,265512
41359,284,265512
41360,284,283842
41361,284,283842
41362,284,283842
41363,284,283842
41364,284,283842
41365,284,283844
41366,284,283844
41367,284,283844
41368,284,283844
41369,284,283844
41373,548,10393
41374,548,10393
41375,548,10393
41376,548,259683
41377,548,259683
41378,548,259683
41382,548,315612
41383,548,315612
41384,548,315612
41385,548,315612
41386,548,315612
41387,548,322908
41388,548,322908
41389,548,322908
41390,548,324203
41391,548,324203
41392,548,332297
41394,548,357704
41395,548,423945
41396,548,534464
41397,548,547734
41398,548,547753
41402,370,149524
41403,370,149524
41404,370,149524
41405,370,152418
41412,370,203305
41413,370,249582
41414,370,267161
41415,370,316689
41416,370,345728
41417,370,355151
41418,370,355153
41419,370,370250
41420,370,370250
41421,370,370250
41422,370,370250
41423,370,370250
41427,711,27150
41432,711,94985
41433,711,94985
41434,711,94985
41435,711,94985
41436,711,94985
41437,711,94985
41438,711,94985
41439,711,94985
41440,711,94985
41441,711,94985
41442,711,94985
41444,711,141041
41445,711,141041
41446,711,141041
41447,711,141041
41448,711,141041
41449,711,141041
41450,711,141041
41451,711,141041
41452,711,141041
41453,711,141041
41454,711,141041
41455,711,141041
41458,711,318707
41459,711,432819
41460,711,558307
41461,711,610937
41462,711,710734
41463,711,710735
41467,356,74506
41475,356,167441
41476,356,197004
41477,356,234931
41478,356,262060
41479,356,321698
41480,356,344275
41481,356,344280
41482,356,355749
41483,356,355749
41484,356,355749
41485,356,355749
41486,356,355749
41487,356,355749
41488,356,355749
41489,356,355749
41490,356,355749
41491,356,355749
41492,356,355749
41493,356,355749
41496,338,23261
41497,338,23261
41498,338,23261
41499,338,23261
41500,338,23261
41501,338,23261
41502,338,23261
41503,338,23261
41504,338,23261
41505,338,23261
41506,338,23261
41507,338,23261
41508,338,28888
41509,338,28892
41510,338,34913
41515,338,114306
41516,338,217623
41517,338,229584
41518,338,274879
41519,338,325866
41520,338,337941
41521,338,337955
41523,376,10041
41524,376,10041
41525,376,10041
41526,376,10041
41527,376,10041
41528,376,10041
41529,376,10041
41530,376,10041
41531,376,10041
41532,376,10041
41533,376,10041
41534,376,10041
41535,376,47167
41536,376,47168
41537,376,62056
41538,376,62056
41539,376,89854
41540,376,89854
41541,376,89854
41542,376,89854
41543,376,89854
41544,376,89854
41545,376,89854
41546,376,89854
41547,376,89854
41548,376,89854
41549,376,89854
41550,376,89854
41551,376,180539
41552,376,180539
41553,376,205330
41555,376,223038
41556,376,293278
41557,376,311013
41558,376,362715
41559,376,376230
41560,376,376249
41573,1828,7856
41574,1828,7860
41575,1828,11475
41583,1828,1614076
41584,1828,1696109
41585,1828,1721369
41586,1828,1766706
41587,1828,1828226
41588,1828,1828234
41590,259,59325
41591,259,59325
41592,259,59325
41593,259,59325
41594,259,59325
41595,259,59325
41596,259,59325
41597,259,59325
41598,259,59325
41599,259,59325
41600,259,59325
41601,259,59325
41602,259,59382
41603,259,59397
41604,259,59467
41605,259,59467
41606,259,59512
41607,259,59535
41608,259,63714
41612,259,188906
41613,259,202210
41614,259,245953
41615,259,259049
41616,259,259060
41620,1721,28803
41621,1721,28803
41622,1721,28803
41623,1721,28803
41624,1721,28803
41625,1721,28803
41626,1721,28803
41627,1721,28803
41628,1721,28803
41629,1721,28803
41630,1721,28803
41631,1721,28803
41632,1721,34661
41633,1721,34663
41634,1721,41883
41638,1721,103447
41639,1721,177440
41640,1721,301685
41641,1721,401412
41642,1721,427802
41643,1721,427803
41646,713,3262
41648,713,22975
41649,713,22975
41650,713,22975
41651,713,22975
41652,713,22975
41653,713,22975
41654,713,22975
41655,713,22975
41656,713,22975
41657,713,22975
41658,713,75078
41659,713,75079
41660,713,96445
41661,713,96445
41662,713,103251
41664,713,125491
41665,713,183578
41666,713,209098
41667,713,248946
41668,713,277919
41669,713,712986
41670,713,712997
41683,337,24734
41684,337,24742
41685,337,34012
41686,337,42319
41687,337,42336
41688,337,49810
41694,337,207567
41695,337,247150
41696,337,320390
41697,337,336811
41698,337,336823
41700,814,11747
41701,814,11747
41702,814,11747
41703,814,11747
41704,814,11747
41705,814,11747
41706,814,25314
41707,814,25314
41708,814,32213
41709,814,32213
41710,814,37450
41711,814,37451
41712,814,47701
41714,814,60324
41715,814,488755
41716,814,506791
41717,814,631935
41718,814,799044
41719,814,813974
41720,814,813974
41723,2147,662019
41725,2147,680442
41726,2147,680442
41729,2147,894351
41730,2147,1170422
41731,2147,1220549
41732,2147,1974320
41734,2147,2034153
41735,2147,2049082
41736,2147,2112024
41737,2147,2133806
41738,2147,2133817
41744,386,50375
41745,386,50375
41746,386,50375
41747,386,80575
41751,386,143780
41752,386,215515
41753,386,226603
41754,386,259061
41755,386,294275
41756,386,329926
41757,386,359334
41758,386,369196
41759,386,369197
41760,386,386242
41761,386,386242
41762,386,386242
41768,2411,58111
41769,2411,58111
41770,2411,58111
41771,2411,58111
41772,2411,58111
41773,2411,58111
41774,2411,58111
41775,2411,58111
41776,2411,58111
41777,2411,58111
41778,2411,58111
41779,2411,58111
41780,2411,118854
41781,2411,118854
41782,2411,1569010
41783,2411,1569010
41784,2411,1575294
41786,2411,1592394
41787,2411,1672312
41788,2411,1726894
41789,2411,1763562
41790,2411,1787833
41791,2411,1787835
41792,2411,2410735
41793,2411,2410735
41796,221,9555
41797,221,14616
41798,221,14616
41799,221,14616
41801,221,66705
41802,221,66705
41803,221,66705
41804,221,66705
41805,221,69088
41806,221,69090
41807,221,75345
41809,221,94191
41810,221,114588
41811,221,155289
41812,221,178903
41813,221,207463
41814,221,220729
41815,221,220736
41821,191,28521
41822,191,28521
41823,191,36369
41828,191,98095
41829,191,122116
41830,191,139178
41831,191,178075
41832,191,191214
41833,191,191226
41835,407,7226
41836,407,7226
41837,407,7226
41838,407,7226
41839,407,7226
41840,407,7226
41841,407,7226
41842,407,7226
41843,407,7226
41844,407,7226
41846,407,27059
41847,407,27059
41848,407,27059
41852,407,77380
41853,407,227126
41854,407,242029
41857,407,332682
41858,407,358295
41859,407,395023
41860,407,406663
41861,407,406664
41863,934,5511
41864,934,5511
41865,934,5511
41866,934,5511
41867,934,5511
41868,934,15590
41869,934,15590
41870,934,18574
41876,934,138537
41877,934,138537
41878,934,138537
41880,934,220575
41881,934,474419
41882,934,911521
41883,934,933792
41884,934,933794
41891,682,104534
41892,682,281471
41894,682,412276
41895,682,412276
41896,682,412276
41897,682,412276
41898,682,412276
41899,682,412276
41900,682,412276
41901,682,412276
41902,682,412276
41903,682,412276
41904,682,412276
41905,682,412276
41907,682,433550
41908,682,461553
41909,682,551196
41910,682,662835
41911,682,682269
41912,682,682270
41917,308,34543
41918,308,34543
41919,308,34543
41920,308,34543
41921,308,34543
41922,308,34543
41923,308,34543
41924,308,34543
41925,308,34543
41926,308,34543
41927,308,34543
41928,308,34543
41929,308,44790
41930,308,44790
41931,308,48951
41932,308,77572
41933,308,77572
41934,308,77572
41935,308,82524
41936,308,82524
41937,308,82524
41938,308,82524
41939,308,82524
41940,308,82524
41941,308,82524
41942,308,82524
41943,308,82524
41944,308,82524
41945,308,82524
41946,308,82524
41948,308,130874
41949,308,130874
41950,308,197045
41951,308,197045
41952,308,231530
41953,308,231530
41954,308,284893
41955,308,284893
41956,308,307710
41957,308,307710
41958,308,307710
41959,308,307710
41961,307,62092
41962,307,62092
41963,307,62092
41964,307,62092
41965,307,62092
41966,307,62092
41967,307,62092
41968,307,62092
41969,307,62092
41970,307,62092
41971,307,62092
41972,307,62092
41973,307,78936
41974,307,78937
41975,307,95283
41976,307,95284
41977,307,96482
41978,307,99685
41979,307,99685
41980,307,108158
41982,307,143437
41983,307,208127
41984,307,239830
41985,307,253752
41986,307,286412
41987,307,306666
41988,307,306670
41990,732,21820
41991,732,21820
41992,732,21820
41993,732,21820
41994,732,21820
41995,732,21820
41996,732,21820
41997,732,21820
41998,732,21820
41999,732,21820
42000,732,21820
42001,732,21820
42002,732,114041
42003,732,114041
42004,732,114041
42005,732,157265
42006,732,157265
42007,732,157265
42008,732,157265
42009,732,157265
42010,732,157265
42011,732,157265
42012,732,157265
42013,732,157265
42014,732,157265
42015,732,157265
42016,732,388758
42017,732,388758
42018,732,388758
42019,732,388758
42020,732,388758
42021,732,388758
42022,732,388758
42023,732,388758
42024,732,388758
42025,732,388758
42026,732,388758
42027,732,388758
42028,732,414743
42029,732,414743
42030,732,414743
42031,732,414743
42032,732,414743
42033,732,414743
42034,732,414743
42035,732,414743
42036,732,414743
42037,732,414743
42038,732,414743
42039,732,414743
42045,732,607147
42046,732,607147
42047,732,607147
42048,732,607147
42049,732,658982
42050,732,658982
42051,732,658982
42052,732,658982
42053,732,669338
42054,732,669338
42055,732,669338
42056,732,669338
42057,732,699440
42058,732,699440
42059,732,699440
42060,732,699440
42061,732,731622
42062,732,731622
42063,732,731622
42064,732,731622
42065,732,731625
42066,732,731625
42067,732,731625
42068,732,731625
42077,344,179982
42078,344,179982
42079,344,179982
42080,344,181579
42081,344,181579
42082,344,181579
42083,344,223401
42085,344,250956
42086,344,293167
42087,344,328480
42088,344,343976
42089,344,343977
42103,321,41075
42104,321,41075
42105,321,41075
42106,321,41075
42107,321,41075
42108,321,41075
42109,321,41075
42110,321,41075
42111,321,41075
42112,321,41075
42113,321,41075
42114,321,41075
42116,321,52330
42117,321,52334
42118,321,66670
42124,321,131698
42125,321,185147
42126,321,204356
42127,321,321170
42128,321,321193
42130,2084,6488
42131,2084,6488
42132,2084,6488
42133,2084,6488
42134,2084,6488
42135,2084,6488
42136,2084,6488
42137,2084,6488
42138,2084,6488
42139,2084,6488
42140,2084,6488
42141,2084,6488
42142,2084,212685
42143,2084,212685
42144,2084,212685
42145,2084,212685
42146,2084,212685
42147,2084,212685
42148,2084,212685
42149,2084,212685
42150,2084,212685
42151,2084,212685
42152,2084,212685
42153,2084,212685
42154,2084,223681
42155,2084,223682
42156,2084,448280
42157,2084,448280
42158,2084,485408
42159,2084,485408
42160,2084,485408
42161,2084,485408
42162,2084,485408
42163,2084,485408
42164,2084,485408
42165,2084,485408
42166,2084,485408
42167,2084,485408
42168,2084,485408
42169,2084,485408
42171,2084,681304
42172,2084,681304
42175,2084,947802
42176,2084,947802
42177,2084,957187
42178,2084,957187
42179,2084,2034457
42180,2084,2034457
42181,2084,2070357
42182,2084,2070357
42183,2084,2084162
42184,2084,2084162
42185,2084,2084177
42186,2084,2084177
42188,266,53960
42189,266,53960
42190,266,63085
42191,266,63085
42192,266,63085
42193,266,63085
42194,266,63085
42195,266,63085
42196,266,63085
42197,266,63085
42198,266,63085
42199,266,63085
42200,266,68566
42201,266,68566
42202,266,73020
42209,266,131061
42210,266,151893
42211,266,230359
42212,266,265575
42213,266,265575
42217,2127,585023
42218,2127,595584
42225,2127,748554
42226,2127,834792
42227,2127,868631
42228,2127,965043
42229,2127,1035388
42230,2127,1058691
42231,2127,1058691
42232,2127,2126833
42233,2127,2126833
42234,2127,2126833
42237,374,27256
42238,374,27256
42239,374,27256
42240,374,27256
42241,374,27256
42242,374,27256
42243,374,27256
42244,374,27256
42245,374,27256
42246,374,27256
42247,374,27256
42248,374,27256
42249,374,149041
42250,374,149041
42251,374,149041
42252,374,149041
42253,374,149041
42254,374,149041
42255,374,149041
42256,374,149041
42257,374,149041
42258,374,149041
42259,374,149041
42260,374,149041
42262,374,204371
42264,374,229225
42265,374,229225
42266,374,229225
42267,374,239996
42268,374,239996
42269,374,239996
42270,374,265825
42271,374,265825
42272,374,265825
42273,374,295825
42274,374,295825
42275,374,295825
42276,374,323766
42277,374,323766
42278,374,323766
42279,374,323766
42280,374,323766
42281,374,323766
42287,656,90311
42288,656,90311
42289,656,90311
42290,656,90311
42291,656,90311
42292,656,90311
42293,656,90311
42294,656,90311
42295,656,90311
42296,656,90311
42297,656,90311
42298,656,90311
42299,656,94393
42300,656,94394
42301,656,116233
42308,656,258138
42309,656,531408
42310,656,610130
42311,656,638785
42312,656,656036
42313,656,656036
42316,1292,100254
42317,1292,100254
42318,1292,156841
42319,1292,206118
42320,1292,206118
42321,1292,206118
42322,1292,263600
42323,1292,277405
42324,1292,277405
42325,1292,277405
42326,1292,277405
42327,1292,277405
42328,1292,277405
42329,1292,277405
42330,1292,277405
42331,1292,277405
42332,1292,277405
42333,1292,277405
42334,1292,277405
42338,1292,701714
42339,1292,701714
42341,1292,815641
42342,1292,815641
42344,1292,820439
42345,1292,820439
42347,1292,844570
42348,1292,844570
42350,1292,858701
42351,1292,858701
42353,1292,1260819
42354,1292,1260819
42356,1292,1292075
42357,1292,1292075
42359,1292,1292076
42360,1292,1292076
42363,247,3286
42364,247,3286
42365,247,3286
42366,247,3286
42367,247,3286
42368,247,3286
42369,247,3286
42370,247,3286
42371,247,3286
42372,247,3286
42373,247,3286
42374,247,3286
42375,247,44915
42376,247,44915
42377,247,64318
42386,247,168120
42387,247,211584
42388,247,236528
42389,247,247037
42390,247,247041
42394,474,134510
42395,474,134510
42396,474,134510
42397,474,134510
42398,474,134510
42399,474,134510
42400,474,134510
42401,474,134510
42402,474,134510
42403,474,134510
42404,474,134510
42405,474,134510
42406,474,137177
42407,474,137178
42408,474,149042
42410,474,161876
42411,474,161876
42415,474,326197
42416,474,414324
42417,474,456709
42418,474,473815
42419,474,473816
42425,415,79075
42426,415,79075
42427,415,79075
42428,415,79075
42429,415,79075
42430,415,79075
42431,415,79075
42432,415,79075
42433,415,79075
42434,415,79075
42435,415,79075
42436,415,79075
42437,415,97408
42438,415,97408
42439,415,97408
42440,415,173105
42442,415,207992
42443,415,250184
42444,415,264620
42445,415,319878
42446,415,358117
42447,415,402880
42448,415,414600
42449,415,414601
42451,238,8515
42452,238,8515
42453,238,8515
42454,238,8515
42455,238,8515
42456,238,8515
42457,238,8515
42458,238,8515
42459,238,8515
42460,238,8515
42461,238,8515
42462,238,8515
42463,238,11682
42464,238,11682
42465,238,15371
42468,238,38554
42469,238,38554
42470,238,38554
42471,238,38554
42472,238,38554
42473,238,38554
42474,238,38554
42475,238,38554
42476,238,38554
42477,238,38554
42478,238,38554
42479,238,38554
42483,238,87860
42484,238,87860
42485,238,109486
42486,238,109486
42487,238,140594
42488,238,140594
42489,238,209254
42490,238,209254
42491,238,238160
42492,238,238160
42493,238,238161
42494,238,238161
42496,402,6749
42497,402,6749
42498,402,6749
42499,402,6749
42500,402,6749
42501,402,6749
42502,402,6749
42503,402,6749
42504,402,6749
42505,402,6749
42506,402,6749
42507,402,6749
42508,402,12834
42509,402,12835
42510,402,15406
42516,402,87217
42517,402,114156
42518,402,143780
42519,402,185772
42520,402,352183
42521,402,401756
42522,402,401757
42524,210,8795
42525,210,8795
42526,210,8795
42527,210,8795
42528,210,8795
42529,210,8795
42530,210,8795
42531,210,8795
42532,210,8795
42533,210,8795
42534,210,8795
42535,210,8795
42536,210,14271
42537,210,14273
42538,210,17222
42540,210,29376
42541,210,72108
42542,210,99222
42543,210,125295
42546,210,163456
42547,210,177959
42548,210,199748
42549,210,210135
42550,210,210142
42552,2019,4763
42553,2019,4763
42554,2019,4763
42555,2019,4763
42556,2019,4763
42557,2019,4763
42558,2019,4763
42559,2019,4763
42560,2019,4763
42561,2019,4763
42562,2019,4763
42563,2019,4763
42564,2019,10115
42565,2019,10115
42566,2019,14609
42571,2019,53205
42572,2019,134023
42573,2019,153248
42574,2019,169975
42575,2019,1823405
42576,2019,1982306
42577,2019,2018752
42578,2019,2018753
42580,313,6418
42581,313,6418
42582,313,6418
42583,313,6418
42584,313,6418
42585,313,13017
42586,313,13017
42587,313,17515
42589,313,116010
42590,313,116010
42591,313,136161
42593,313,157322
42594,313,157322
42595,313,203374
42596,313,203374
42597,313,235088
42598,313,235088
42599,313,271768
42600,313,271768
42601,313,284691
42602,313,284691
42603,313,284692
42604,313,284692
42606,313,313316
42607,313,313316
42608,313,313316
42609,313,313316
42610,313,313316
42611,313,313316
42612,313,313316
42613,313,313316
42614,313,313316
42615,313,313316
42616,313,313316
42617,313,313316
42619,1175,10182
42620,1175,10182
42621,1175,10182
42622,1175,10182
42623,1175,10182
42624,1175,10182
42625,1175,10182
42626,1175,10182
42627,1175,10182
42628,1175,10182
42629,1175,10182
42630,1175,10182
42631,1175,48789
42632,1175,48791
42633,1175,60408
42634,1175,67648
42635,1175,67648
42636,1175,67648
42637,1175,67648
42638,1175,67648
42639,1175,67648
42640,1175,67648
42641,1175,67648
42642,1175,67648
42643,1175,67648
42644,1175,67648
42645,1175,67648
42646,1175,71513
42647,1175,71514
42648,1175,83198
42649,1175,413599
42650,1175,413599
